prec,tmin,tmax,rhum,srad,wspd
0.24,57.056,66.038,91.673,78.92,6.008
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0,61.898,86.234,76.56,459.522,6.006
0,64.508,84.938,75.14,560.239,5.527
0,58.478,79.736,72.223,461.517,3.839
0,53.636,76.784,78.078,289.93,5.432
0.8,59.648,67.442,92.098,167.634,8.231
0,60.476,75.254,78.637,372.235,6.246
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0,67.226,90.734,71.249,477.603,7.163
0,72.896,92.732,66.829,491.605,10.122
0,71.708,95.342,66.914,528.308,9.337
0,71.114,96.278,64.968,550.132,8.643
0,69.116,96.998,60.078,543.161,8.648
0,63.554,95.576,63.927,538.537,4.647
0,64.508,96.998,68.037,522.945,5.132
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0,67.226,94.856,74.541,458.263,5.457
0,68.756,99.014,47.694,486.249,8.289
1.71,64.256,96.764,66.894,379.008,6.125
0.18,66.974,82.922,86.203,282.246,3.987
0,54.698,80.204,65.347,482.19,5.977
0,50.666,75.956,69.194,463.659,3.387
0,51.26,77.378,66.049,339.931,7.228
0.28,60.116,66.866,82.732,116.452,7.972
0,53.978,67.082,80.257,255.348,7.694
0.18,56.57,73.706,93.638,79.867,7.554
0,64.598,91.472,69.637,400.702,9.692
0.41,55.508,80.474,75.233,133.547,7.699
0,45.824,70.52,68.839,466.908,6.124
0,40.501,77.486,67.657,458.413,5.462
0,51.854,82.58,56.512,456.116,8.998
0,52.808,76.91,59.02,426.072,12.55
0,51.962,69.926,77.87,254.25,6.978
0,47.948,79.034,74.534,404.023,7.084
0,62.024,87.566,58.731,414.998,13.823
0.08,67.1,88.862,54.416,359.768,13.706
0.37,44.519,73.022,68.788,376.502,8.701
0,39.553,78.566,56.381,419.388,6.653
0,48.776,83.3,59.134,384.276,7.859
0,49.712,79.268,58.109,405.321,5.034
0.01,53.15,86.378,67.82,362.692,6.964
1.34,59.9,80.564,79.91,245.429,7.261
0.45,46.166,84.128,77.987,189.849,13.032
0,40.379,53.276,66.021,224.677,12.568
0,41.445,52.808,82.064,59.509,10.098
0,35.415,76.316,53.865,393.714,6.065
0,45.464,78.566,49.141,371.435,10.376
0,50.198,79.268,59.211,375.699,10.17
0,54.104,81.284,61.301,343.329,11.379
0,47.606,79.736,57.031,296.241,12.62
0,37.299,66.758,53.249,374.947,5.968
0,32.214,68.63,55.782,360.148,5.669
1.33,45.464,59.9,79.58,25.854,11.675
0,43.806,52.556,77.064,167.637,13.511
0,38.248,57.632,66.061,301.029,6.231
0,29.842,58.946,75.685,299.736,7.514
0,32.686,51.134,70.429,192.831,5.505
0,27.007,62.366,63.97,340.149,5.936
0,36.588,65.336,64.437,183.859,7.072
0,25.939,55.148,76.302,215.801,4.314
0,32.328,49.37,81.375,141.487,7.814
0,25.11,50.54,85.198,100.649,5.366
0,25.23,49.352,64.438,329.595,5.383
0,22.51,59.882,59.135,303.05,7.157
0,25.11,50.648,65.201,314.568,7.257
0,23.934,71.708,54.877,306.579,6.751
0.02,38.484,54.104,69.173,200.36,11.358
0.13,41.675,52.088,97.131,37.824,7.88
0.02,38.718,52.214,97.665,71.481,6.515
0,32.328,57.992,80.616,183.531,5.746
0,35.64,60.35,72.289,216.266,10.557
0,32.45,58.82,63.745,288.973,6.342
0,36.009,57.758,56.338,176.136,15.025
0,31.028,56.822,69.013,220.591,7.326
1.15,32.331,43.929,92.576,5.356,11.208
0,27.007,42.503,88.838,113.895,6.889
0,24.28,48.65,69.131,274.652,5.674
0,29.142,62.132,59.101,211.506,10.525
0,34.821,59.882,60.226,256.835,7.228
0,26.415,53.618,65.697,224.543,5.609
0,16.934,42.28,75.846,132.684,13.831
,8.996,34.099,62.09,263.985,5.788
,18.59,54.554,53.423,253.527,10.244
,28.063,55.742,65.613,167.9,4.343
,23.688,56.93,75.226,215.479,6.81
,33.507,64.382,68.428,176.467,8.855
,32.805,56.57,70.324,196.298,7.792
,24.399,58.46,52.929,237.604,5.632
,30.672,62.834,44.413,208.144,12.28
,34.223,59.18,57.637,174.201,10.692
,19.31,36.363,82.448,22.385,16.499
,10.778,29.356,69.886,190.439,6.529
,6.998,22.876,68.892,217.607,8.513
,6.152,32.558,63.398,215.604,9.782
,22.856,45.104,65.707,153.702,7.987
,11.138,31.147,66.196,209.049,10.588
,4.856,33.505,65.212,216.612,7.738
,12.092,34.92,70.782,168.419,7.764
,11.498,45.806,68.867,201.077,6.928
,20.968,58.694,65.484,206.863,3.476
,17.654,48.29,70.008,186.442,3.532
,27.945,64.256,61.434,210.631,4.895
,29.604,42.739,83.809,154.035,8.78
,15.17,33.044,86.108,21.25,14.377
,5.324,15.998,62.21,106.034,11.22
,-2.848,12.308,64.115,191.352,8.718
,-7.24,11.966,69.741,106.96,5.295
,-0.49,17.402,92.901,116.775,7.484
,-13.054,13.748,76.688,208.667,6.996
,7.466,28.431,74.409,190.925,7.809
,-3.676,28.431,72.92,208.843,8.572
,0.95,31.728,79.254,198.381,5.153
,10.544,31.491,89.546,137.001,6.719
,6.386,21.67,87.525,94.045,8.522
,9.716,28.301,90.13,117.844,4.576
,7.34,47.48,83.281,177.612,4.358
,22.269,41.198,66.167,195.366,6.831
,24.517,57.164,62.276,131.185,6.439
,15.872,32.922,83.77,96.904,13.023
,11.012,18.248,88.188,39.664,9.487
,14.684,24.517,84.797,82.724,7.506
,7.232,21.443,77.578,189.615,11.033
,-0.472,12.074,63.899,200.737,8.292
,-0.238,25.466,81.8,39.524,10.634
,15.152,42.622,74.529,172.816,8.192
,17.294,50.666,59.233,189.48,5.338
,13.856,63.086,50.696,194.444,7.052
,13.964,60.836,53.62,195.432,12.125
,0.23,14.216,47.555,182.858,12.545
,1.544,38.613,56.109,72.116,9.994
,3.434,34.218,76.196,185.538,8.537
,0.464,10.184,83.158,67.277,12.014
,-6.772,9.464,80.502,173.63,5.654
,3.092,37.193,72.957,197.542,13.789
,6.386,38.023,78.47,46.101,14.839
,-11.038,8.996,61.237,159.8,16.426
,-15.43,5.324,65.197,200.467,7.788
,-6.16,27.934,69.449,202.217,5.242
,13.748,21.663,73.653,100.457,7.617
,3.902,28.193,83.008,183.278,7.884
,19.184,33.993,99.361,19.3,5.601
,19.546,47.462,69.603,214.97,8.181
,32.569,53.276,60.824,118.297,7.289
,24.867,47.696,62.437,216.686,7.985
,13.028,46.778,49.358,224.779,14.68
,2.84,39.209,65.075,173.24,7.626
,15.98,44.762,47.701,120.833,19.803
,7.826,34.333,43.594,232.144,8.7
,11.012,42.292,62.865,110.166,14.46
,11.012,66.272,41.16,231.14,9.873
,2.48,47.12,58.392,148.426,14.425
,-5.818,27.363,47.035,161.11,8.613
,-2.254,30.198,64.947,132.8,12.849
,-6.754,15.872,56.436,246.604,8.255
,9.842,52.448,46.097,175.696,14.346
,29.838,45.59,63.361,208.872,10.702
,3.902,53.636,47.91,134.846,17.671
,-7.474,11.84,54.307,263.365,7.376
,-11.866,19.773,52.733,266.799,4.755
,-5.224,45.572,40.879,267.803,9.936
,17.528,40.737,43.627,211.175,15.486
,12.92,25.455,59.098,178.208,6.515
,5.324,23.578,82.114,238.918,8.276
,-8.302,29.712,75.53,287.962,5.676
,1.652,30.79,68.711,133.048,6.317
,2.48,22.748,90.486,43.289,14.679
,-12.334,8.744,73.025,289.985,13.712
,-14.476,9.23,72.352,299.209,5.643
,-3.568,15.62,72.979,244.334,8.885
,9.95,26.285,81.795,217.382,8.389
,1.652,18.122,75.633,156.053,8.964
,-11.38,11.714,75.604,223.945,3.836
,0.59,21.317,73.11,149.876,9.88
,12.2,27.126,85.63,148.942,8.655
,24.409,53.618,64.862,310.716,8.729
,14.09,30.186,74.129,255.322,9.83
,16.952,57.992,62.191,244.792,11.626
,21.315,35.877,85.625,144.178,10.656
,27.117,54.212,55.689,334.048,10.376
,27.588,66.506,39.614,290.856,10.932
,17.402,52.808,58.978,224.869,7.491
,24.399,43.106,77.586,125.527,15.995
,16.826,49.01,66.936,326.826,7.313
,25.702,39.776,66.867,338.81,8.333
,19.546,31.381,55.597,217.474,7.722
,19.31,24.517,85.446,92.108,5.948
,5.216,21.087,74.194,161.324,11.708
,-4.864,35.64,64.619,390.47,9.585
,3.668,21.087,44.306,349.429,10.29
,12.2,41.788,58.814,257.449,12.21
,-0.832,17.402,77.106,75.888,16.319
,-7.942,2.354,66.178,296.049,11.996
,-9.85,18.842,60.401,303.783,8.917
,8.42,36.351,60.617,313.15,7.558
,17.996,34.806,73.69,252.683,9.289
,16.7,41.079,86.481,257.179,10.283
,26.173,41.094,82.252,132.526,12.751
,16.934,40.008,59.402,413.763,8.239
,19.546,73.13,37.412,394.112,12.923
,34.347,76.316,40.916,370.799,4.566
,31.851,49.136,73.857,147.829,15.682
,21.562,53.618,61.964,421.206,7.517
,20.732,68.288,36.953,446.254,8.733
,30.438,59.306,36.19,455.481,9.689
,27.234,68.882,50.31,445.262,13.54
,19.9,40.723,51.756,473.021,9.419
,19.184,61.556,42.679,339.026,13.211
,29.604,54.806,58.798,271.665,11.952
,26.415,51.854,64.792,409.257,10.311
,19.665,64.022,45.08,472.041,5.076
,27.235,56.462,56.901,471.174,14.032
,18.716,31.383,49.935,289.449,13.247
,6.152,39.538,42.847,483.317,5.917
,17.528,45.932,46.102,351.585,8.326
,18.356,38.946,42.42,514.68,8.699
,24.291,65.57,50.105,419.51,21.036
,31.62,52.808,92.707,48.024,13.479
,22.273,41.902,79.487,370.609,7.33
,18.842,58.244,57.717,505.871,7.729
,41.797,75.146,35.282,393.38,14.822
,26.526,71.492,45.766,426.452,21.692
,19.076,43.214,53.646,340.703,8.917
,30.317,43.806,73.642,102.541,11.251
,31.739,40.145,99.632,34.712,13.34
,27.601,43.806,79.186,306.51,11.742
,24.399,62.834,51.459,476.377,10.589
,42.858,63.554,54.162,249.103,10.062
,40.264,65.336,53.473,471.863,8.997
,32.095,58.712,49.349,557.938,9.388
,27.363,82.112,30.741,532.511,9.534
,40.618,66.992,30.036,455.719,10.319
,33.993,76.784,29.548,551.159,7.622
0,50.792,82.706,53.673,356.35,9.697
1.14,31.147,60.962,88.496,27.693,22.68
0,26.888,40.725,63.833,464.999,13.463
0,19.665,54.932,56.771,533.46,9.573
0,33.28,67.46,48.489,413.724,17.937
0,30.434,54.68,53.665,553.576,7.462
0,29.26,69.242,53.412,533.733,10.675
0,50.432,79.88,46.499,400.945,13.871
0.08,56.228,84.488,58.921,402.753,10.065
0.01,47.948,74.786,42.893,527.168,12.804
0,33.636,68.522,44.324,536.438,7.331
0.08,48.308,58.604,69.358,133.048,15.396
0.22,42.751,65.444,70.741,290.224,9.087
0,34.466,80.222,46.651,559.474,7.906
0,45.104,81.284,55.694,487.257,13.686
0.62,58.244,68.756,80.833,256.167,15.894
0,47.948,61.412,78.283,447.158,8.889
0.3,37.774,50.198,90.488,115.847,15.435
0.01,38.84,47.12,79.817,268.379,14.41
0,38.01,53.276,76.828,167.567,11.022
0,31.501,73.724,54.307,462.756,7.465
0,37.18,74.192,51.217,592.532,5.142
0,49.37,70.07,53.62,538.096,13.542
0,56.714,74.318,50.582,572.708,11.159
0,52.322,82.346,55.452,564.706,12.197
0.29,61.916,96.674,47.13,617.488,10.674
0,47.12,80.942,71.83,406.422,12.67
0,40.5,71.258,53.079,647.275,8.635
0,53.15,85.19,45.243,539.624,8.857
2.84,52.916,74.552,83.301,253.732,12.767
0.15,45.59,55.994,92.542,124.043,13.218
0,40.264,60.368,62.524,586.955,9.738
0,36.007,67.334,55.772,544.436,7.017
0,34.11,54.932,53.944,584.706,10.459
0,28.666,55.4,62.677,345.425,4.258
0,33.163,65.912,51.911,658.224,5.007
0,39.079,73.022,50.776,583.547,10.61
0,60.602,84.488,63.88,257.58,12.959
0,59.18,84.236,66.311,440.565,7.875
0,59.306,81.878,46.226,621.777,10.429
0.36,54.698,72.176,73.881,412.976,6.529
0,52.322,79.286,63.976,494.759,6.385
0,60.836,79.394,68.429,402.539,7.765
0.34,64.616,83.3,84.52,348.976,7.964
0.01,63.338,85.658,75.429,543.34,7.161
0,64.166,88.034,69.133,559.847,5.522
0,60.008,86.612,66.282,591.226,5.329
0,61.43,85.082,68.612,562.338,6.356
0,66.29,86.972,66.503,541.666,6.794
0,65.912,87.674,65.47,476.058,8.469
1.44,61.79,89.69,75.706,385.872,10.483
0,58.946,82.472,70.202,620.724,6.128
1.76,58.496,86.972,81.098,371.991,10.112
0,58.352,77.396,83.836,467.959,5.919
0,62.744,79.502,87.343,360.793,5.522
0,61.322,85.082,73.213,562.198,4.86
0.16,57.416,74.192,83.399,336.94,8.934
0,52.556,69.116,84.051,387.728,6.427
0,59.774,70.664,85.336,205.912,8.367
0,55.166,79.736,68.207,554.177,6.275
0,53.042,82.346,63.871,616.255,6.885
0,50.54,74.192,52.64,608.61,10.365
0,42.042,77.63,49.694,676.217,8.155
0,61.196,83.408,67.073,366.633,15.276
0.24,60.836,81.284,68.364,622.072,9.223
0.65,60.494,87.206,82.228,320.278,11.719
0,66.992,90.644,71.248,580.215,13.984
0,74.696,92.408,69.859,572.617,11.384
0,63.572,85.424,67.432,503.757,7.065
0.88,56.48,92.534,68.651,599.924,7.421
0.28,63.572,85.082,79.716,493.434,6.608
0,66.632,81.158,81.043,441.636,6.939
0,62.384,79.034,76.796,389.591,4.747
0,57.542,83.768,72.756,404.555,2.768
0,59.54,84.128,74.556,585.667,4.507
1.39,67.586,84.83,88.231,321.99,6.272
1.72,64.742,80.474,89.898,200.492,10.71
0.02,63.212,80.33,82.631,463.78,7.095
0.08,62.51,85.91,87.41,460.697,5.257
0.01,62.384,83.426,89.81,219.843,5.597
0,55.4,79.646,69.046,556.431,9.764
0,51.386,72.086,74.41,351.781,6.994
0,46.526,78.566,69.941,631.614,3.799
0,56.48,81.986,68.551,586.686,8.847
0.08,65.696,86.378,84.226,438.423,7.293
0,66.164,94.316,78.917,531.646,4.289
0.15,62.618,88.736,78.004,420.81,3.979
0,60.602,81.752,67.879,608.668,7.544
0.01,54.464,82.814,77.051,464.961,3.047
0,60.008,84.83,75.344,597.62,8.361
0,66.506,85.19,85.617,307.295,5.742
0,64.868,88.862,84.753,409.573,6.029
0,62.024,88.394,76.521,524.37,3.771
0.03,52.214,75.38,66.964,529.658,8.367
0,48.776,72.77,69.045,501.735,6.003
0,48.074,77.036,65.986,527.476,2.197
0,48.902,78.926,67.948,536.467,3.729
0,54.806,78.224,77.625,392.222,5.98
0,55.652,82.112,77.217,480.292,5.95
0,62.15,88.502,76.197,552.091,8.934
0,71.366,95.738,73.212,517.187,6.937
0,69.008,91.832,69.133,541.834,7.146
0,59.774,84.956,66.918,573.028,4.627
0,61.79,84.83,67.575,545.966,9.767
0.11,69.008,95.252,74.941,524.314,6.45
0,71.366,88.034,86.131,412.737,4.852
0,60.728,81.752,66.237,589.682,9.098
0,53.636,78.926,69.258,505.123,6.26
0,52.808,79.268,70.305,489.013,3.801
0,50.792,80.924,66.706,540.589,3.286
0.55,51.26,87.44,66.268,505.311,4.539
0,60.008,82.58,75.358,493.452,5.109
0.05,58.118,85.424,77.86,457.881,4.338
0.01,62.51,88.988,71.734,553.848,6.615
0,64.166,84.236,83.54,301.776,3.537
0,67.1,86.846,77.223,471.719,5.955
0.33,66.992,78.926,90.47,260.399,7.869
0,66.992,79.736,92.279,268.119,4.511
0.01,67.334,79.286,87.228,298.706,5.584
0.12,66.632,81.518,87.624,281.177,5.588
0.06,66.992,82.238,91.45,270.872,3.455
0,56.714,77.504,72.981,535.771,8.584
0,50.9,78.566,70.937,540.657,5.421
0,49.856,82.58,68.991,552.511,3.462
0,56.714,83.408,71.988,457.328,6.605
0.02,67.226,72.446,88.159,109.923,6.517
,66.866,85.55,81.469,442.446,3.744
,64.634,89.222,79.038,461.449,4.201
,59.54,91.004,71.117,529.389,3.541
,62.618,89.582,68.947,508.72,3.338
,69.71,93.254,76.568,404.023,7.72
,70.07,93.596,69.343,398.013,5.703
,70.664,92.66,83.549,396.431,4.05
,67.694,91.004,80.003,454.623,8.135
,67.586,89.222,68.703,503.672,4.912
0,63.572,77.396,74.677,453.835,7.713
1.39,61.43,79.394,88.808,338.741,5.44
0.64,65.354,76.82,96.432,123.164,5.231
1.95,67.46,83.3,90.497,217.53,6.505
0,64.508,79.286,90.363,179.212,4.373
0,61.79,84.236,79.72,450.301,4.306
0.49,65.228,84.488,89.273,195.712,6.159
0.01,60.728,80.456,84.106,408.729,4.459
0,51.728,82.238,73.762,507.309,3.551
0,63.932,86.738,83.735,229.699,7.725
0,66.398,92.894,72.084,440.909,7.364
0.12,51.62,66.758,86.667,159.894,7.317
0,45.932,72.77,73.12,389.688,2.87
0,44.654,77.756,74.008,419.222,4.648
0,56.12,90.158,73.249,361.242,7.501
1.75,64.274,77.288,95.827,92.066,5.988
0.01,52.448,67.478,93.55,161.182,11.221
0.05,49.838,55.4,91.111,90.794,7.122
0.5,37.668,55.166,89.275,189.785,6.056
0,32.806,63.662,73.467,443.128,4.758
0.08,45.23,72.302,72.585,431.422,4.346
0.03,42.991,64.256,80.757,358.183,7.274
0,36.957,70.646,74.222,427.347,4.397
0,52.322,78.692,79.599,419.453,3.565
0,54.698,76.802,80.895,373.114,7.386
0,60.494,90.752,72.97,390.08,8.531
0.17,57.65,85.55,69.309,395.847,5.417
0,47.714,72.788,68.5,434.769,7.301
0,41.448,76.334,69.563,395.918,3.81
0.12,57.416,69.602,80.764,79.34,7.97
0,57.902,71.96,85.369,167.83,6.738
0,53.51,82.472,76.782,397.779,4.039
0,57.308,86.252,66.847,369.135,5.691
0,56.588,83.3,68.47,353.838,6.594
0,54.338,84.128,70.607,334.014,4.654
0,54.104,83.3,69.851,355.74,3.801
1.31,59.54,67.838,92.128,21.511,6.11
0.94,59.306,75.146,90.677,272.148,4.58
0.07,47.714,63.572,91.606,106.973,8.043
0,33.399,53.51,54.196,274.03,13.24
0,32.095,57.542,56.256,360.865,7.031
0,34.941,69.008,71.516,287.872,6.813
0,46.058,71.96,63.965,232.958,6.011
0,49.136,73.49,53.545,348.307,9.34
0,40.264,68.414,55.504,215.478,4.538
0,48.434,67.1,65.039,276.15,9.325
0,33.163,54.338,68.811,174.39,6.151
0,27.718,62.726,65.153,355.508,4.37
0.35,38.379,64.976,81.738,300.656,7.263
0.16,51.62,56.948,84.001,37.95,11.148
0,38.84,66.164,59.327,345.864,11.783
0,32.45,72.662,57.902,344.712,3.969
0,42.397,77.99,57.335,306.126,6.335
0,41.094,63.554,65.944,296.897,9.093
0,35.884,59.54,75.854,304.26,4.744
0,36.957,73.976,70.898,281.024,6.699
0,37.776,73.724,62.647,316.698,3.073
0,35.296,75.254,59.176,304.811,5.414
0.7,52.214,79.88,69.458,237.805,10.54
0,52.088,70.646,81.765,259.584,4.6
0,47.606,79.196,81.048,222.363,4.419
0,40.856,72.896,63.644,289.733,4.56
0,51.386,83.444,63.02,269.926,8.419
0,45.932,70.538,73.063,180.041,8.949
0,29.842,58.82,54.554,277.38,9.675
0,26.058,57.29,67.674,282.008,4.433
0,31.858,61.556,67.463,269.445,11.744
0,25.468,43.209,57.389,284.49,7.899
0,24.645,51.962,47.715,264.106,11.154
0,40.264,64.742,51.242,246.639,13.437
0.05,43.806,67.334,73.199,112.443,11.842
0,32.688,63.446,63.117,257.96,6.42
0,35.89,67.334,59.161,163.544,8.894
0,32.569,51.62,63.351,236.067,8.121
0,31.98,62.852,57.259,179.463,10.588
0,32.331,49.604,58.23,225.796,10.08
0,35.89,61.088,64.693,172.694,5.055
0,22.033,56.48,82.091,141.609,13.603
0,15.638,25.099,71.722,205.842,14.42
0,11.03,23.686,69.725,177.706,11.428
,6.98,26.047,74.438,210.162,8.815
,0.482,25.585,62.745,140.147,4.847
,14.684,27.117,80.859,68.981,7.719
,-2.128,24.526,73.315,231.447,8.514
,4.154,17.87,70.874,234.455,11.314
,-0.112,34.479,71.207,225.075,5.801
,8.762,36.957,72.575,183.294,10.259
,5.918,31.125,82.11,177.033,3.178
,15.062,38.84,81.029,158.184,6.892
,34.585,57.416,89.54,129.099,9.374
,30.672,55.4,79.841,42.96,12.64
,20.494,36.945,59.431,123.653,13.812
,11.264,45.464,62.815,183.729,6.55
,16.7,38.487,85.029,32.408,14.875
,12.326,26.758,77.371,123.235,7.708
,22.273,57.398,65.646,171.557,6.636
,25.34,74.084,59.525,177.764,6.143
,11.138,25.696,57.637,173.505,17.489
,11.264,22.622,52.404,132.932,8.642
,12.326,44.87,44.957,174.288,8.458
,16.232,36.588,56.538,147.639,5.018
,20.019,42.982,65.917,118.877,7.438
,28.778,46.994,95.153,92.668,5.005
,27.241,36.469,88.768,78.007,6.892
,31.147,38.61,99.446,17.127,9.62
,27.707,52.088,72.837,186.822,9.828
,15.17,32.684,86.963,94.4,5.012
,21.087,37.537,91.215,74.182,6.143
,30.438,40.145,86.457,59.633,6.441
,35.771,57.992,85.19,134.572,7.485
,47.246,55.058,95.102,29.897,9.862
,51.386,57.776,97.833,11.292,9.705
,25.347,53.042,94.519,28.725,14.126
,14.576,25.939,83.786,64.2,12.895
,15.404,26.65,80.198,96.97,4.866
,25.11,30.672,90.364,69.191,4.716
,29.25,33.163,93.833,33.394,6.601
,30.079,34.704,99.252,20.687,5.845
,31.977,42.634,96.836,20.1,10.881
,36.482,43.108,97.979,14.347,8.973
,32.331,36.838,97.05,32.622,11.967
,25.817,33.28,94.459,31.695,9.293
,26.42,49.118,77.004,181.708,6.862
,27.234,33.044,95.576,16.652,11.986
,13.874,27.594,86.157,183.746,8.081
,9.95,32.913,82.171,173.33,4.322
,3.2,23.578,87.543,85.409,13.235
,-4.036,5.918,72.015,125.901,9.117
,-5.458,20.257,72.956,192.899,9.899
,13.07,21.0946666666667,89.2226666666667,71.8216666666667,4.86666666666667
,13.1823333333333,27.7076666666667,87.7186666666667,114.727333333333,5.95766666666667
,11.21,40.545,76.5726666666667,131.081666666667,6.063
,7.628,22.1876666666667,74.09,119.131,6.36433333333333
,-1.63766666666667,18.4683333333333,81.123,132.959333333333,5.34266666666667
,-8.386,23.076,71.142,187.035666666667,5.922
,3.02,35.354,63.3636666666667,196.935666666667,3.86566666666667
,9.487,31.8636666666667,76.641,180.872666666667,4.21266666666667
,9.33033333333333,38.2903333333333,75.573,222.510333333333,5.927
,14.8226666666667,51.6573333333333,72.7233333333334,174.387666666667,2.49
,23.7543333333333,51.29,69.179,207.97,3.846
,25.649,52.64,69.3513333333333,154.830333333333,3.631
,21.257,56.042,60.9083333333333,203.335666666667,3.47133333333333
,24.224,48.6483333333333,67.988,195.906,3.64966666666667
,21.293,53.306,71.125,181.623,3.21166666666667
,21.288,42.7656666666667,70.0873333333333,157.906666666667,5.08833333333333
,19.8636666666667,49.07,68.634,187.849666666667,2.85566666666667
,22.751,44.0323333333333,75.3693333333333,175.852333333333,4.47233333333333
,24.4216666666667,44.9466666666667,78.888,103.068666666667,5.64966666666667
,19.143,47.336,74.3976666666667,201.115333333333,4.03666666666667
,16.9976666666667,42.3373333333333,70.6606666666667,152.71,5.31066666666667
,16.8816666666667,37.037,75.4646666666667,102.865666666667,7.95933333333333
,8.25966666666667,38.3293333333333,66.63,244.170666666667,4.24566666666667
,16.6826666666667,42.6523333333333,58.4623333333333,205.221,5.57066666666667
,21.8396666666667,40.0743333333333,55.097,160.949666666667,5.00533333333333
,12.194,46.5793333333333,53.3413333333333,178.857,6.29
,11.918,33.8486666666667,61.4463333333333,249.897,4.32033333333333
,7.634,29.0996666666667,60.3373333333333,193.465666666667,4.92233333333333
,11.996,45.978,56.313,216.204,5.39166666666667
,15.4233333333333,47.0466666666667,63.0053333333333,224.482666666667,4.45333333333333
,14.69,33.8103333333333,84.3213333333333,192.468,5.863
,13.7023333333333,34.1393333333333,88.2076666666667,183.718,5.989
,9.77,36.221,79.7823333333333,219.555333333333,
,13.9303333333333,34.3706666666667,83.9146666666667,151.746666666667,
,19.5343333333333,31.3293333333333,91.009,90.4416666666667,
,5.558,22.7883333333333,81.9033333333333,236.300333333333,
,3.20833333333333,21.278,81.168,210.837666666667,
,12.794,26.2816666666667,83.6243333333333,190.731666666667,
,10.139,32.4243333333333,76.4833333333333,254.596666666667,
,9.74,28.2573333333333,77.7386666666667,232.303666666667,4.09633333333333
,11.606,31.5063333333333,80.8733333333333,218.040666666667,6.25866666666667
,14.507,32.2766666666667,74.491,260.435666666667,5.851
,15.854,37.3036666666667,63.976,278.843333333333,4.895
,14.462,45.776,66.345,306.036666666667,5.04866666666667
,16.9616666666667,41.9683333333333,57.4303333333333,314.771,5.13633333333333
,19.4993333333333,43.6046666666667,62.2316666666667,260.474,5.45733333333333
,14.5803333333333,41.9703333333333,71.383,255.946666666667,4.70933333333333
,15.2913333333333,45.5696666666667,63.659,271.202666666667,4.18633333333333
,20.0503333333333,42.5743333333333,72.0613333333333,272.704333333333,6.219
,12.5496666666667,36.9303333333333,74.244,282.310666666667,5.10933333333333
,11.6,32.776,76.5323333333333,314.082333333333,4.90333333333333
,10.9663333333333,35.2333333333333,72.4363333333333,318.517333333333,5.54066666666667
,12.116,33.7223333333333,82.0256666666667,282.531333333333,3.96333333333333
,15.2516666666667,33.7596666666667,83.037,326.315333333333,3.805
,7.442,35.5093333333333,85.214,336.490666666667,4.88
,11.003,28.0913333333333,87.853,191.761,4.91833333333333
,14.8136666666667,36.4453333333333,84.1866666666667,324.865666666667,3.38
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,53.7113333333333,,,
,28.9793333333333,52.1053333333333,71.9786666666667,251.301,4.09966666666667
,29.5346666666667,45.0686666666667,78.9893333333333,79.8206666666667,7.88333333333333
,26.961,50.804,61.49,331.828666666667,5.64633333333333
,23.8713333333333,58.952,58.6326666666667,391.302333333333,3.71133333333333
,27.0003333333333,56.9336666666667,61.3633333333333,317.814666666667,5.12333333333333
,27.314,58.958,58.5303333333333,358.698333333333,7.681
,23.591,50.2016666666667,68.345,323.219666666667,8.045
,22.5936666666667,59.9443333333333,48.149,387.136666666667,5.90566666666667
,23.3456666666667,61.166,58.6556666666667,318.59,6.89533333333333
,23.784,55.9436666666667,58.635,355.265333333333,7.22366666666667
,25.0486666666667,52.5883333333333,54.499,398.862,7.31733333333333
,21.4423333333333,55.202,49.7786666666667,457.148666666667,7.10033333333333
,17.1553333333333,54.47,54.397,404.937,5.77
,23.3793333333333,45.1053333333333,73.896,350.529333333333,8.48866666666667
,25.17,49.2626666666667,60.8356666666667,386.845333333333,8.255
,21.1686666666667,57.356,43.96,509.861666666667,5.60666666666667
,29.732,69.164,44.7946666666667,445.218333333333,8.454
,31.31,60.86,57.6796666666667,368.723,8.235
,30.5143333333333,65.636,49.7116666666667,469.587333333333,5.604
,25.1673333333333,75.29,38.049,475.858333333333,5.61233333333333
,33.17,67.274,44.231,318.203,6.48633333333333
,31.7523333333333,64.856,50.391,390.095666666667,6.87133333333333
,27.3913333333333,63.344,45.0063333333333,440.987,4.915
,31.79,53.2233333333333,62.3546666666667,299.884,7.22766666666667
,28.7383333333333,54.494,65.642,251.651333333333,8.03166666666667
,28.1846666666667,58.322,47.197,531.804333333333,6.06
,35.24,64.088,50.9943333333333,502.532,7.38633333333333
,33.1723333333333,61.658,63.2333333333333,386.807333333333,7.139
0.163333333333333,32.5463333333333,56.468,59.9903333333333,492.541666666667,8.008
0.0533333333333333,29.4926666666667,65.396,54.788,541.612,5.123
0,37.0126666666667,75.53,46.4066666666667,524.136,8.34866666666667
0.163333333333333,39.6406666666667,68.09,54.618,500.033,9.97766666666667
