prec,tmin,tmax,rhum,srad,wspd
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,-18.184,3.128,86.2,188.131,30.745
,-22.936,-2.326,83.074,107.299,30.295
,-8.842,2.876,87.756,151.283,30.507
,-15.7,7.61,87.447,146.012,30.807
,-11.326,5.018,86.981,184.809,30.87
,4.658,12.92,92.252,106.204,30.848
,-12.154,5,86.375,186.8,29.838
,-17.014,-6.7,81.487,226.855,28.64
,-18.184,3.704,82.828,219.229,28.424
,-1.966,34.781,81.63,188.36,28.776
,10.904,26.634,91.327,201.47,30.035
,13.046,29.95,97.992,165.857,30.189
,22.377,35.83,89.014,215.304,30.563
,14.108,32.061,94.529,217.168,30.764
,11.498,25.916,97.462,171.731,30.709
,15.656,36.082,94.503,213.371,30.651
,16.952,25.682,99.19,144.45,30.87
,11.39,22.96,98.183,88.799,30.75
,18.716,27.216,99.661,66.818,30.863
,24.744,30.297,100,44.14,31.124
,28.758,30.875,100,79.032,31.309
,27.689,33.13,100,53.121,31.424
,27.687,36.082,98.835,48.646,31.556
,20.845,28.522,90.124,117.018,31.652
,11.264,21.321,92.611,140.967,31.706
,3.344,14.828,84.756,249.694,31.739
,2.156,21.312,84.17,192.264,31.701
,-3.154,7.016,79.354,209.172,30.689
,-5.53,13.406,83.459,244.616,28.941
,6.656,23.439,84.94,222.743,28.879
,8.312,15.404,88.641,167.49,29.056
,8.798,18.122,92.31,101.635,28.73
,0.284,12.686,87.722,271.667,28.462
,-0.31,29.122,89.884,200.643,27.983
,28.161,33.242,99.286,87.606,29.938
,25.336,28.882,99.371,185.256,31.14
,25.452,29.219,99.888,156.794,31.402
,23.324,31.582,99.902,158.884,31.51
,-9.67,24.625,86.919,309.787,31.584
,-10.732,17.312,92.921,288.467,31.53
,-2.56,14.81,91.779,260.584,30.994
,13.406,26.735,92.66,258.429,30.642
,8.078,24.744,95.565,223.015,30.825
,8.78,28.044,97.414,131.017,30.744
,3.83,17.078,92.283,297.036,30.461
,8.33,15.062,91.574,291.937,29.488
,6.314,18.95,87.672,292.704,28.563
,0.392,28.278,69.575,346.034,27.641
,9.248,35.821,70.817,276.774,28.111
,18.356,24.136,93.403,198.488,29.298
,17.294,24.256,94.292,198.98,29.911
,11.498,24.255,91.229,263.13,29.95
,8.078,20.01,91.518,302.5,29.247
,-3.154,16.718,85.535,346.801,28.211
,-10.246,12.668,79.048,381.923,26.23
,-2.92,18.23,76.827,305.907,26.004
,17.078,26.265,79.986,308.242,27.518
,11.984,27.093,91.558,361.564,28.851
,11.03,29.1,85.543,342.874,29.614
,10.562,32.178,77.927,390.72,30.627
,9.734,34.529,85.462,357.423,31.081
,12.92,34.534,91.197,256.767,31.299
,17.294,38.08,90.366,395.934,31.424
,23.916,37.612,79.704,344.217,31.5
,31.114,35.845,93.343,112.788,31.566
,31.114,35.371,99.579,127.046,31.61
,31.942,37.62,99.525,112.792,31.653
,31.708,35.371,100,54.768,31.704
,31.114,34.781,100,98.465,31.934
,31.114,32.772,100,90.166,32.076
,31.233,33.958,100,53.333,32.222
,31.473,39.974,99.911,186.627,33.861
,32.772,38.444,100,114.377,34.35
,31.827,40.683,97.65,171.126,35.01
,31.001,37.029,95.199,94.874,33.941
,32.061,50.108,86.963,272.667,36.904
,30.407,65.102,69.512,360.656,38.798
,22.377,41.029,88.117,198.652,34.329
,18.356,33.246,78.622,399.352,32.595
,15.656,50.108,58.73,489.361,34.902
,23.088,60.512,59.787,427.743,36.883
,33.953,56.264,74.555,320.58,40.259
,29.581,52.844,59.092,358.557,40.672
,26.749,49.406,67.091,491.254,41.573
,24.271,57.308,59.913,354.779,40.68
,36.082,47.534,78.397,102.54,40.809
,26.987,56.012,60.955,503.966,43.393
,29.464,72.644,49.469,449.135,46.344
,47.408,78.422,42.917,421.421,52.494
,43.509,70.988,44.176,420.917,53.28
,44.573,81.842,51.18,376.527,54.754
,32.533,66.29,58.588,363.517,55.385
,30.412,64.166,40.512,446.382,48.242
,37.843,62.744,46.415,373.598,50.701
,31.35,60.746,58.913,192.148,48.339
,38.917,48.596,96.803,47.159,46.08
,30.407,53.78,55.147,503.698,44.146
,22.732,59.324,42.877,569.925,45.494
,30.052,65.804,46.182,557.728,49.403
,32.652,63.806,38.531,420.897,51.137
,36.437,70.754,34.688,532.094,53.168
,50.018,82.904,58.447,457.482,59.423
0,55.31,79.826,55.553,501.661,61.443
0.08,56.138,71.582,75.138,384.28,60.893
0.04,46.472,67.568,64.502,235.859,58.298
0,38.793,60.386,51.902,487.087,55.202
0,30.405,63.446,33.449,587.296,55.031
0,39.394,65.678,32.055,449.865,55.472
0,36.201,67.568,39.379,451.702,55.775
0,46.94,66.524,54.93,286.212,56.001
0,39.735,70.646,58.511,477.388,57.994
0,38.896,70.412,63.13,446.987,58.266
0.68,49.892,63.572,96.958,94.671,55.941
0.07,50.126,70.412,81.187,461.751,58.788
0.02,45.41,54.248,89.735,103.584,52.859
0.67,38.79,46.472,95.528,161.417,47.418
0,40.447,61.34,70.717,505.416,52.022
0,38.804,70.988,57.482,576.85,54.485
0.11,50.126,70.52,66.537,428.423,58.95
,45.41,65.57,,,
0,37.85,67.46,43.9,633.017,55.332
0,35.49,67.334,50.566,612.231,57.268
0,38.68,66.056,51.934,548.849,55.971
0,40.789,81.266,50.39,464.942,56.586
0,36.437,61.7,46.661,619.357,54.375
0.11,36.792,51.89,76.283,150.509,51.151
0.06,37.737,49.424,75.888,334.736,48.348
0,31.591,54.95,52.671,647.272,50.105
0,32.18,59.918,53,335.391,50.925
0.37,43.745,50.486,85.084,48.384,49.602
0.02,41.391,48.722,92.841,147.199,48.769
0.55,39.974,45.518,98.202,55.345,46.697
0,40.552,54.248,81.56,295.351,48.112
0,36.675,70.52,45.818,667.138,53.726
0,41.853,69.818,51.479,434.034,56.494
0,45.284,69.098,60.839,448.425,57.158
,44.337,70.988,,,
0,41.959,75.344,42.805,674.246,62.757
0,46.706,73.472,49.794,538.627,62.436
0,52.718,67.1,71.049,263.415,60.529
0,50.828,74.516,72.195,487.715,63.884
0,56.84,88.322,71.652,395.228,66.453
0,63.662,89.492,69.024,470.943,71.776
0.75,57.758,89.636,59.999,587.096,73.447
0.12,56.012,75.578,68.516,419.121,68.121
0,56.732,80.546,58.78,511.292,67.869
0,54.248,84.794,42.423,684.645,68.358
0,54.608,88.088,42.345,683.054,69.544
0,60.62,89.276,52.462,659.739,72.283
,50,72.41,75.26,260.094,66.156
0,47.066,79.592,49.47,618.279,65.154
0.06,56.84,85.37,68.836,392.756,67.495
,51.188,72.644,62.127,593.013,
0,48.128,82.076,59.534,466.142,66.307
0.06,63.446,84.542,53.228,470.59,70.725
0,56.372,81.122,73.38,528.538,69.761
0,54.482,81.248,47.85,591.021,68.305
0.33,57.56,69.458,83.608,200.896,65.697
0.52,59.792,75.02,82.561,356.367,66.189
,,,,614.688,
2.72,62.15,79.952,84.917,246.732,67.516
2.55,61.898,80.762,83.269,496.974,71.73
2.45,61.196,78.296,88.077,338.875,71.59
0.68,58.856,65.822,95.645,141.491,67.341
0.45,58.262,69.818,91.868,239.14,66.569
0,56.966,72.77,75.069,554.447,67.65
0,54.95,85.028,71.515,657.975,69.702
0,63.086,88.808,55.086,598.127,72.757
0.15,58.262,84.542,53.522,618.148,72.431
0,57.074,79.718,65.397,530.616,72.475
1.29,62.258,83.372,78.776,469.048,74.316
0.4,62.978,83.84,81.226,592.43,75.071
0.86,64.742,86.09,78.735,591.943,77.327
0.03,60.026,77.954,79.327,502.941,74.183
,55.67,80.294,75.699,,73.587
0,62.024,88.682,78.288,641.683,75.527
0,70.286,90.698,78.211,571.307,78.968
0.27,64.022,81.824,71.958,570.787,76.255
0,58.73,80.888,64.12,686.696,74.796
0,54.374,79.358,60.805,683.692,75.292
0,55.436,83.714,64.665,673.844,75.13
0,58.028,85.262,63.071,680.717,75.423
0,64.04,86.918,65.183,617.941,76.104
,71.708,85.73,75.629,,76.972
0.86,66.272,79.826,88.569,339.575,74.866
1.09,64.04,76.892,94.747,192.559,72.333
0,59.324,83.606,78.238,654.154,74.159
0,59.918,75.02,88.936,369.792,73.06
0,57.668,80.294,69.53,625.781,73.356
0,58.388,83.714,64.34,669.341,74.554
0.3,59.09,85.604,72.644,641.382,76.265
0.19,63.446,83.138,82.191,500.638,76.769
0.12,60.872,73.58,91.481,222.897,73.536
0,62.024,85.136,87.051,526.754,73.884
0,62.978,88.088,81.618,362.107,76.659
0,56.372,83.714,70.251,617.653,75.141
0,59.45,88.898,78.494,593.178,77.488
0,64.508,89.51,83.263,598.453,79.813
0,66.272,81.482,78.06,467.622,80
2.16,58.964,80.294,85.292,456.075,76.312
0,64.4,84.668,78.152,570.919,77.505
0,65.336,82.184,84.374,462.053,77.295
4.59,64.868,88.772,86.379,490.34,77.828
0.09,67.568,85.37,84.944,577.859,80.387
0,63.446,78.062,80.476,528.224,77.946
0,56.966,80.528,78.467,640.134,76.931
0,62.618,84.2,87.841,468.942,77.578
0,69.926,87.746,78.862,609.168,79.951
0.24,64.742,79.466,79.347,609.207,79.764
0.32,60.386,73.13,85.116,318.065,74.798
0.39,64.976,85.604,85.89,518.117,77.274
0,64.634,88.43,80.965,619.966,79.073
0,63.806,84.2,83.138,591.664,78.806
,,,,,
,68.036,80.186,,202.833,
,64.976,83.246,79.405,,77.41
0,60.152,79.124,73.616,538.845,76.386
0,62.276,82.778,82.601,516.589,76.19
0,65.336,86.198,82.234,576.809,77.383
3.43,64.706,88.448,89.016,410.627,77.721
0.03,64.976,79.232,93.948,298.775,75.954
0.15,67.802,86.324,88.161,408.724,77.563
0,69.926,94.424,75.812,595.26,79.418
0,66.866,89.15,84.663,546.64,79.861
0,65.678,85.028,82.75,548.576,80.072
0,56.606,78.53,84.969,434.614,76.321
0,54.716,76.892,75.817,557.704,74.09
0.03,53.186,80.654,80.688,356.921,72.679
0.21,62.15,75.686,83.975,455.534,73.507
0,61.916,80.654,83.507,487.02,72.777
0.01,63.806,87.854,81.761,482.77,74.352
0.28,66.74,83.48,82.044,472.617,76.398
0,62.042,88.898,78.921,558.357,76.779
0,64.166,89.15,79.832,554.726,77.013
0.83,63.446,84.902,83.758,437.963,76.047
0,55.778,74.3,70.11,541.208,72.854
0,49.298,78.872,67.388,546.05,71.527
0,55.31,82.076,67.967,538.87,71.439
0,59.684,81.59,63.449,549.706,70.784
0,58.136,84.2,67.799,499.923,70.762
0,59.09,86.918,64.103,456.212,71.529
0,74.786,86.432,73.826,482.006,74.081
0,59.216,81.482,85.554,256.697,74.449
0,55.31,76.406,86.157,439.434,71.38
0.75,51.062,69.692,78.99,387.265,68.259
0,47.876,67.802,67.646,591.218,65.157
0,42.343,73.364,73.523,562.716,67.084
0,52.124,77.72,76.071,466.963,69.721
0.03,50.378,75.722,85.158,231.292,68.408
0,48.002,69.818,63.807,558.735,65.262
0.2,47.642,67.352,86.587,206.935,63.537
0,57.794,73.724,85.659,242.616,66.028
0.03,55.418,71.708,94.566,127.71,66.746
0,46.814,76.784,64.312,530.287,66.315
0,50.126,82.778,59.485,524.21,69.578
0,49.154,75.722,71.081,373.316,68.879
0,53.312,81.248,82.403,389.151,71.108
0,55.31,80.762,76.321,335.967,72.471
0,52.358,67.928,84.485,307.48,68.197
0,52.358,73.832,81.498,371.124,68.897
0.66,41.031,56.372,86.157,59.983,60.043
0,44.573,53.42,91.641,124.07,56.876
0,51.314,89.51,65.048,428.321,64.496
0.01,55.418,74.426,71.433,378.533,68.346
0,55.184,83.39,83.47,142.764,66.479
1.26,51.782,73.598,91.522,63.005,67.472
0,48.83,69.458,67.507,440.839,61.83
0.09,48.236,67.694,80.945,318.826,61.763
0.02,41.392,67.694,71.804,437.29,61.523
0,42.692,79.484,64.892,408.58,62.239
0,47.642,75.938,65.261,452.403,65.269
0,48.722,78.422,60.089,428.619,65.346
0,44.101,72.77,53.899,440.982,64.474
0,43.642,80.528,51.222,417.738,64.302
0,36.556,59.918,64.123,440.172,61.73
0,31.469,61.916,61.675,431.357,57.954
0,34.309,67.226,57.467,412.845,57.169
0,44.337,77.72,54.105,400.875,60.47
0,46.112,76.442,48.274,390.458,63.204
0,38.921,77.594,44.544,399.101,61.761
0,48.83,90.446,44.959,374.515,64.886
0,50.342,71.114,67.318,187.181,63.239
0,43.745,76.406,59.872,323.07,62.799
0,51.296,75.83,63.342,251.872,64.21
,41.391,68.162,,344.502,
0,33.955,65.354,51.818,375.804,57.496
0,34.311,70.52,46.788,373.376,56.494
0,33.957,71.474,52.416,362.636,57.05
,39.15,67.352,46.689,,58.209
0,33.247,61.79,47.56,315.077,55.393
0,33.953,62.024,53.956,350.245,55.551
0,28.398,69.35,56.449,325.046,54.129
,36.082,72.302,,,
0,33.129,62.51,46.119,335.804,54.76
0,37.976,75.488,57.934,277.33,55.81
0.01,52.826,72.176,84.55,134.611,60.019
0,44.69,55.67,98.161,42.584,56.11
,45.158,60.98,,,
0.34,40.683,54.482,67.364,244.598,49.525
0.02,32.061,44.708,72.079,154.939,43.84
0,25.572,47.174,53.919,349.433,42.081
0,25.572,67.802,49.073,319.28,45.063
0,36.545,63.338,61.097,302.644,49.778
0,30.877,51.314,75.28,211.542,47.985
0,35.136,57.308,57.516,223.458,48.661
0,28.175,61.322,55.372,284.405,48.114
,38.322,61.808,53.805,266.85,
0,26.281,49.784,59.989,301.79,45.935
0,21.438,51.53,56.43,293.771,43.117
0,28.047,65.336,49.491,271.093,45.121
,,,,,
,39.852,78.332,,,
0,37.857,67.226,70.6,223.474,51.573
0,28.751,45.986,84.318,33.307,48.526
0.1,22.379,52.592,72.947,216.147,44.054
0.27,35.49,38.566,96.824,25.501,43.547
0,28.513,43.99,76.991,264.063,40.996
0,25.572,43.509,76.335,221.335,38.782
0.02,24.271,48.722,85.954,161.327,38.742
0,26.515,44.101,89.13,163.822,42.037
,21.549,39.159,86.405,85.104,39.163
,16.592,41.4,84.245,215.729,36.228
,24.39,38.923,74.097,171.262,38.826
,19.665,29.361,76.281,26.791,34.253
,25.929,30.423,,,
,12.686,28.058,95.996,46.434,34.012
,5.954,26.164,81.928,252.703,31.079
,11.156,31.836,84.557,10.412,30.649
,0.158,21.798,69.809,241.59,27.346
,13.28,41.517,63.366,182.753,28.589
,13.154,52.862,59.426,205.424,29.838
,28.528,53.204,46.345,187.597,31.339
,19.202,41.288,85.038,18.498,31.71
,15.404,22.969,,,
,7.016,24.035,81.232,233.427,31.73
,15.764,29.462,84.98,211.015,31.815
,20.023,36.678,84.045,102.207,31.875
,13.28,28.166,81.602,126.5,32.054
,,23,,135.815,
,2.282,30.54,,137.999,
,4.892,28.056,82.441,172.001,29.992
,8,,,,
,22.631,50.126,69.307,175.306,30.551
,19.661,45.878,71.39,79.145,30.992
,-0.778,43.182,91.1,78.933,31.383
,-6.358,6.674,73.966,148.205,30.845
,-1.606,15.296,64.713,119.29,29.828
,14.234,25.929,73.812,147.943,30.019
,15.89,24.989,86.523,58.975,30.076
,14.828,24.152,92.544,85.994,30.408
,10.328,25.929,86.989,140.183,30.16
,6.188,21.906,83.205,217.208,29.43
,3.956,23.452,96.312,60.624,29.025
,22.032,35.136,93.476,112.064,30.353
,9.734,32.536,79.678,118.314,30.395
,9.986,21.913,92.05,56.243,29.305
,21.085,26.875,95.109,31.942,29.942
,20.611,26.283,97.905,96.891,30.493
,13.046,21.326,96.36,90.476,30.647
,9.968,18.014,95.908,138.493,30.449
,8.312,27.579,93.506,188.311,30.296
,14.702,38.448,87.614,195.034,30.288
,25.099,39.277,93.844,80.322,30.708
,5.828,42.472,95.113,27.603,30.983
,-5.17,7.376,84.774,98.38,26.321
,-3.388,11.516,77.173,213.668,25.653
,-1.138,23.443,74.14,212.233,25.502
,4.298,30.88,83.347,147.577,27.269
,-1.732,25.927,82.056,220.123,25.846
,12.452,31.473,81.546,146.18,26.774
,22.624,37.62,86.197,207.173,28.716
,12.218,33.971,83.324,51.394,29.599
,6.656,13.874,80.996,160.4,26.758
,12.092,16.718,91.405,89.75,26.306
,4.766,17.78,94.817,138.191,28.687
,-4.576,5.486,85.17,239.183,28.455
,-9.418,5.36,87.168,210.326,27.132
,-8.59,22.14,85.328,200.579,26.757
,4.172,23.463,91.611,147.721,27.539
,8.798,20.264,89.706,128.622,27.973
,6.782,22.273,90.961,147.505,27.808
,8.906,34.07,93.896,125.764,28.988
,-0.076,9.266,86.721,155.733,28.717
,-10.606,8.33,84.235,175.306,27.07
,-1.138,10.436,80.785,276.516,26.515
,-0.076,21.688,87.385,208.09,26.078
,-1.264,22.752,93.968,132.096,27.81
,-18.544,8.204,80.09,272.935,26.935
,3.938,33.361,90.843,212.3,26.873
,8.672,24.166,93.607,225.198,27.967
,7.25,27.478,94.762,213.106,27.954
,23.679,34.308,90.165,260.366,28.704
,15.656,41.038,85.333,261.165,29.38
,9.608,32.081,91.298,169.898,30.494
,-1.012,11.174,87.636,179.706,28.752
,-2.326,13.874,92.609,108.624,26.811
,-5.17,5,87.861,163.989,23.889
,-7.996,5.594,78.568,295.018,22.184
,-4.684,21.43,69.081,308.798,21.762
,10.688,34.189,86.597,272.437,24.526
,12.56,34.662,99.61,128.729,26.924
,12.452,30.056,95.95,171.252,29.677
,-8.716,12.812,83.564,326.424,27.218
,-14.746,1.238,78.867,237.723,22.174
,-4.216,9.734,74.277,349.463,20.908
,-3.262,28.755,74.252,349.507,21.397
,21.677,36.792,85.721,280.239,25.689
,25.336,40.921,75.68,287.335,29.005
,32.891,50.378,65.621,334.158,30.336
,,,,,
,30.526,50.954,,316.638,
,30.997,51.188,84.228,316.674,31.937
,29.815,58.028,80.932,301.32,34.554
,24.271,45.644,73.906,315.842,33.278
,25.455,46.814,75.264,342.216,33.941
,14.234,36.675,96.963,26.776,32.712
,5.828,16.484,86.604,278.209,31.248
,4.766,33.606,77.959,372.1,28.745
,19.546,42.706,84.225,327.868,30.029
,6.908,20.844,84.804,125.803,30.14
,2.516,8.204,84.068,268.306,28.897
,3.362,18.842,91.73,258.374,29.244
,15.404,30.999,91.929,263.862,
,5.954,38.212,77.654,,
,9.266,50.126,78.661,386.284,30.274
,2.516,26.989,69.907,405.2,28.025
,22.624,50,78.83,327.225,29.552
,11.984,24.152,87.936,196.719,30.539
,4.658,28.526,78.518,437.419,26.704
,17.078,40.928,78.303,233.46,28.911
,19.548,24.744,95.975,231.687,29.988
,21.677,33.834,98.561,157.664,30.205
,12.812,31.003,92.653,434.011,30.578
,7.25,46.112,81.348,452.201,30.589
,30.524,56.264,76.741,370.429,31.106
,22.732,33.363,85.546,154.224,31.46
,18.95,31.122,83.079,218.805,31.456
,20.615,50.252,81.905,455.862,31.57
,30.999,56.012,74.644,407.306,33.948
,29.705,69.584,65.756,384.237,36.745
,37.373,57.794,76.207,336.075,39.266
,33.481,54.122,66.668,448.065,39.985
,28.53,56.372,65.273,278.241,36.985
,40.433,63.572,86.352,233.941,43.028
,31.825,58.496,66.016,300.45,40.472
,37.976,62.762,90.595,111.346,44.663
,25.218,38.804,84.984,156.055,36.286
,19.549,38.205,65.515,493.451,35.051
,25.336,33.244,96.426,190.735,34.22
,26.875,31.473,93.58,191.668,33.66
,22.143,36.675,74.807,264.448,33.401
,22.262,39.267,75.253,267.435,33.081
,26.402,33.834,93.003,271.575,33.334
,28.175,40.807,87.561,150.628,34.64
,32.653,44.58,92.367,107.256,37.107
,31.707,58.154,58.909,540.684,40.161
,28.999,63.104,49.743,431.272,42.776
,36.792,58.388,66.534,404.785,46.881
,25.214,48.83,49.194,520.345,42.916
,25.212,69.818,32.855,513.481,45.519
,39.268,62.15,46.452,472.169,51.098
0,34.191,59.558,57.622,292.397,47.398
0,42.69,58.262,88.782,213.102,48.453
0.63,48.236,68.414,95.306,155.665,51.922
0,39.029,54.608,93.031,175.1,51.411
,35.609,61.574,53.875,578.446,48.501
0,33.13,75.362,39.782,571.13,51.737
0,39.987,58.388,55.745,274.703,52.009
0.81,39.394,51.674,91.517,71.645,45.797
2.07,30.76,41.05,98.638,125.248,39.703
0,26.634,41.74,95.784,581.507,34.857
0.03,27.581,45.05,89.135,250.254,38.043
0.74,32.657,41.517,96.455,107.942,40.076
0.57,31.12,36.437,99.638,145.144,38.312
0,31.827,48.47,80.051,337.768,40.904
0,31.35,44.46,86.595,94.921,39.63
0.01,37.857,67.118,70.929,328.113,45.071
0,37.265,48.596,76.334,166.398,44.067
0,29.347,59.54,60.52,476.264,46.103
0.42,35.609,52.844,78.835,155.181,45.11
0.08,40.804,47.534,94.867,144.181,45.541
0.01,38.093,59.45,72.95,567.13,48.202
0,39.859,67.928,51.919,585.429,52.108
0.35,41.394,74.3,54.33,315.37,52.731
0.27,36.556,58.73,63.418,492.808,51.625
0,31.831,58.964,40.615,665.541,48.728
0,27.691,53.78,45.733,688.228,49.808
0,29.478,60.152,39.419,690.286,52.24
0,38.566,67.46,45.646,440.514,53.148
0,40.093,66.884,51.987,600.342,56.449
0,36.91,78.656,40.577,555.836,56.89
0,47.3,75.956,36.935,657.343,62.37
0,54.482,83.138,49.465,560.578,65.122
0,64.04,92.462,49.137,547.482,70.139
0,64.274,90.338,40.071,651.595,73.324
,53.528,78.782,73.365,442.158,67.227
0.14,45.518,62.384,95.677,189.883,61.23
0,41.275,48.596,85.496,214.6,51.567
0.01,38.449,49.55,88.764,212.512,48.484
0.11,39.394,62.402,66.868,603.744,54.141
0,37.738,64.742,46.836,717.596,58.38
0,39.868,67.928,44.002,702.549,60.321
0,43.986,66.056,46.977,440.883,60.33
0.13,49.172,67.352,70.983,208.527,58.949
1.74,56.84,65.102,97.601,175.403,60.685
0.69,51.494,75.488,82.336,487.374,63.138
0.09,53.438,71.942,77.97,478.021,61.555
0,53.546,73.958,74.891,559.628,63.443
0,54.716,75.02,79.663,336.595,63.461
3.01,48.236,62.168,91.561,108.615,59.022
0,41.985,64.382,66.973,696.08,58.922
0.67,47.894,54.5,94.176,72.835,55.86
0,51.908,69.926,75.803,375.077,58.431
0.26,53.42,65.246,95.531,102.036,58.08
0.83,60.152,87.62,75.461,608.609,67.017
0,53.546,75.254,59.476,715.433,65.705
0,49.892,77.27,64.217,483.047,64.614
0,64.994,83.966,76.252,531.61,70.545
0,65.102,83.372,58.699,487.018,72.322
0,60.854,83.966,45.388,532.558,72.016
0,61.106,90.68,49.379,611.383,74
0,62.51,98.798,43.951,620.571,77.9
0,69.098,93.992,36.566,622.457,78.752
0,54.95,74.3,53.789,697.702,75.726
0.25,52.718,61.214,81.808,143.119,65.676
0.02,52.592,62.762,96.674,143.903,61.603
0,46.58,71.942,70.714,694.798,65.997
0.01,58.262,74.3,75.272,491.282,68.738
0.66,57.56,77.738,82.302,473.188,68.288
0,58.856,66.758,93.303,113.056,66.234
0,57.2,79.124,54.181,714.3,68.719
0,54.716,85.604,56.968,633.227,72.605
0.53,63.104,83.714,75.094,533.724,73.994
0.03,59.09,77.234,65.22,548.877,72.334
0,60.746,83.012,76.871,549.908,74.616
1.47,59.882,79.736,84.136,437.464,73.551
0.06,58.136,68.18,94.706,179.936,67.205
0.01,56.246,66.056,87.273,229.878,62.85
0,57.902,73.238,76.584,585.564,65.378
0,52.484,75.02,76.261,553.716,68.355
0.04,60.512,78.404,83.647,489.486,71.807
2.33,,77.108,91.082,325.052,72.438
0.05,55.418,74.426,72.382,666.594,70.587
0,51.548,76.766,69.457,701.604,71.913
0,59.918,88.214,78.256,608.634,75.822
0,71.24,95.63,65.716,661.002,81.251
0,65.336,91.526,65.17,659.752,81.936
0,60.746,81.356,73.099,580.01,79.406
0.13,63.806,78.89,85.825,459.207,76.68
0,60.512,83.966,82.628,676.443,78.631
0.02,67.586,84.074,87.938,245.944,76.635
0,64.994,85.262,72.762,626.739,81.304
0,68.054,86.918,69.561,628.786,85.111
0,65.462,88.322,69.232,650.04,84.353
0,71.816,92.102,69.219,633.91,85.132
0,72.302,95.162,77.616,621.505,87.478
0.18,69.332,84.308,78.524,471.341,82.173
1.06,63.086,72.176,88.442,283.703,75.3
0.08,61.934,74.066,89.905,271.192,72.639
0.51,67.334,83.372,92.319,273.859,73.102
0.15,73.58,86.918,91.14,320.573,75.562
0,70.412,92.21,81.732,635.176,78.493
0,74.66,93.524,80.103,610.944,80.278
0,72.536,96.098,75.948,635.676,81.62
0,72.896,93.632,74.63,639.335,83.558
0,71.942,93.164,67.592,627.339,84.987
0,67.352,81.356,79.628,448.63,83.181
0.03,68.882,86.792,83.218,432.861,82.087
0,70.178,90.806,78.316,578.221,85.569
0,69.116,83.498,81.655,523.185,86.634
0,68.054,88.808,82.285,569.142,87.615
0,69.818,89.15,82.143,544.7,87.208
0.03,70.286,89.492,80.212,461.418,87.075
0.1,68.396,86.684,83.43,451.14,86.202
0.02,66.992,86.918,83.882,570.514,86.085
0,68.414,86.684,85.325,511.957,86.141
0,71.114,89.15,85.831,590.351,88.149
0,74.066,95.036,77.563,577.399,89.232
0,69.35,89.402,74.951,548.444,89.455
0,59.684,83.84,65.607,609.641,86.809
0,65.102,85.37,78.564,492.06,87.281
0,69.818,82.778,89.761,311.618,84.815
0.33,64.868,89.276,80.954,460.051,84.424
,61.898,83.84,,,
0,60.62,83.48,82.391,530.743,78.94
0,58.856,77.018,74.235,525.227,77.462
0,55.076,77.342,66.216,565.087,77.661
1.1,54.608,81.356,75.018,549.027,78.168
0.34,59.558,80.78,79.762,553.76,75.669
0,56.372,77.576,79.844,555.042,75.343
0,56.372,80.06,79.224,568.005,77.788
0,64.508,78.998,83.88,495.792,79.6
0,63.914,76.19,87.473,212.21,76.127
0,60.278,81.482,70.997,574.766,79.013
,60.98,80.78,88.679,,75.378
0.02,57.56,81.716,78.084,502.374,73.566
0,58.964,74.894,77.932,450.305,73.853
0,58.388,78.062,83.776,363.287,74.991
1.03,65.57,84.074,87.888,446.32,76.332
